Year,Month,Item-Code,Description,Combined Inflation,Status,
2015,January,1.1.01.1.1.01.P,rice_PDS,-1.66,F,
2015,February,1.1.01.1.1.01.P,rice_PDS,-4.42,F,
2015,March,1.1.01.1.1.01.P,rice_PDS,-4.42,F,
2015,April,1.1.01.1.1.01.P,rice_PDS,-4.65,F,
2015,May,1.1.01.1.1.01.P,rice_PDS,-4.65,F,
2015,June,1.1.01.1.1.01.P,rice_PDS,5.53,F,
2015,July,1.1.01.1.1.01.P,rice_PDS,5.86,F,
2015,August,1.1.01.1.1.01.P,rice_PDS,17.14,F,
2015,September,1.1.01.1.1.01.P,rice_PDS,17.11,F,
2015,October,1.1.01.1.1.01.P,rice_PDS,11.37,F,
2015,November,1.1.01.1.1.01.P,rice_PDS,11.61,F,
2015,December,1.1.01.1.1.01.P,rice_PDS,11.48,F,
2016,January,1.1.01.1.1.01.P,rice_PDS,-3.37,F,
2016,February,1.1.01.1.1.01.P,rice_PDS,-1.04,F,
2016,March,1.1.01.1.1.01.P,rice_PDS,-3.01,F,
2016,April,1.1.01.1.1.01.P,rice_PDS,-2.78,F,
2016,May,1.1.01.1.1.01.P,rice_PDS,-9.40,F,
2016,June,1.1.01.1.1.01.P,rice_PDS,-18.34,F,
2016,July,1.1.01.1.1.01.P,rice_PDS,-18.60,F,
2016,August,1.1.01.1.1.01.P,rice_PDS,-16.61,F,
2016,September,1.1.01.1.1.01.P,rice_PDS,-16.91,F,
2016,October,1.1.01.1.1.01.P,rice_PDS,-12.51,F,
2016,November,1.1.01.1.1.01.P,rice_PDS,-12.71,F,
2016,December,1.1.01.1.1.01.P,rice_PDS,-9.09,F,
2017,January,1.1.01.1.1.01.P,rice_PDS,-3.72,F,
2017,February,1.1.01.1.1.01.P,rice_PDS,-2.92,F,
2017,March,1.1.01.1.1.01.P,rice_PDS,-0.60,F,
2017,April,1.1.01.1.1.01.P,rice_PDS,-0.48,F,
2017,May,1.1.01.1.1.01.P,rice_PDS,6.79,F,
2017,June,1.1.01.1.1.01.P,rice_PDS,7.06,F,
2017,July,1.1.01.1.1.01.P,rice_PDS,7.06,F,
2017,August,1.1.01.1.1.01.P,rice_PDS,5.26,F,
2017,September,1.1.01.1.1.01.P,rice_PDS,5.53,F,
2017,October,1.1.01.1.1.01.P,rice_PDS,5.40,F,
2017,November,1.1.01.1.1.01.P,rice_PDS,5.40,F,
2017,December,1.1.01.1.1.01.P,rice_PDS,0.96,F,
2018,January,1.1.01.1.1.01.P,rice_PDS,1.21,F,
2018,February,1.1.01.1.1.01.P,rice_PDS,0.84,F,
2018,March,1.1.01.1.1.01.P,rice_PDS,0.48,F,
2018,April,1.1.01.1.1.01.P,rice_PDS,0.48,F,
2018,May,1.1.01.1.1.01.P,rice_PDS,0.96,F,
2018,June,1.1.01.1.1.01.P,rice_PDS,5.88,F,
2018,July,1.1.01.1.1.01.P,rice_PDS,0.96,F,
2018,August,1.1.01.1.1.01.P,rice_PDS,0.24,F,
2018,September,1.1.01.1.1.01.P,rice_PDS,0.24,F,
2018,October,1.1.01.1.1.01.P,rice_PDS,0.00,F,
2018,November,1.1.01.1.1.01.P,rice_PDS,0.00,F,
2018,December,1.1.01.1.1.01.P,rice_PDS,0.24,F,
2019,January,1.1.01.1.1.01.P,rice_PDS,1.91,F,
2019,February,1.1.01.1.1.01.P,rice_PDS,1.91,F,
2019,March,1.1.01.1.1.01.P,rice_PDS,1.91,F,
2019,April,1.1.01.1.1.01.P,rice_PDS,1.91,F,
2019,May,1.1.01.1.1.01.P,rice_PDS,1.66,F,
2019,June,1.1.01.1.1.01.P,rice_PDS,-6.91,F,
2019,July,1.1.01.1.1.01.P,rice_PDS,-2.38,F,
2019,August,1.1.01.1.1.01.P,rice_PDS,-2.38,F,
2019,September,1.1.01.1.1.01.P,rice_PDS,-8.19,F,
2019,October,1.1.01.1.1.01.P,rice_PDS,-8.33,F,
2019,November,1.1.01.1.1.01.P,rice_PDS,-8.33,F,
2019,December,1.1.01.1.1.01.P,rice_PDS,-8.33,F,
2020,January,1.1.01.1.1.01.P,rice_PDS,-9.84,F,
2020,February,1.1.01.1.1.01.P,rice_PDS,-9.84,F,
2020,June,1.1.01.1.1.01.P,rice_PDS,2.43,F,
2020,July,1.1.01.1.1.01.P,rice_PDS,2.68,F,
2020,August,1.1.01.1.1.01.P,rice_PDS,-0.61,F,
2020,September,1.1.01.1.1.01.P,rice_PDS,9.96,F,
2020,October,1.1.01.1.1.01.P,rice_PDS,9.09,F,
2020,November,1.1.01.1.1.01.P,rice_PDS,7.79,F,
2020,December,1.1.01.1.1.01.P,rice_PDS,9.48,F,
2021,January,1.1.01.1.1.01.P,rice_PDS,9.48,F,
2021,February,1.1.01.1.1.01.P,rice_PDS,9.48,F,
2021,July,1.1.01.1.1.01.P,rice_PDS,-3.44,F,
2021,August,1.1.01.1.1.01.P,rice_PDS,-0.24,F,
2021,September,1.1.01.1.1.01.P,rice_PDS,-4.12,F,
2021,October,1.1.01.1.1.01.P,rice_PDS,-2.98,F,
2021,November,1.1.01.1.1.01.P,rice_PDS,-1.81,F,
2021,December,1.1.01.1.1.01.P,rice_PDS,-3.32,F,
2022,January,1.1.01.1.1.01.P,rice_PDS,-3.32,F,
2022,February,1.1.01.1.1.01.P,rice_PDS,-3.32,F,
2022,March,1.1.01.1.1.01.P,rice_PDS,-3.32,F,
2022,April,1.1.01.1.1.01.P,rice_PDS,-0.47,F,
2022,May,1.1.01.1.1.01.P,rice_PDS,0.37,F,
2022,June,1.1.01.1.1.01.P,rice_PDS,0.61,F,
2022,July,1.1.01.1.1.01.P,rice_PDS,0.61,F,
2022,August,1.1.01.1.1.01.P,rice_PDS,0.61,F,
2022,September,1.1.01.1.1.01.P,rice_PDS,0.61,F,
2022,October,1.1.01.1.1.01.P,rice_PDS,0.00,F,
2022,November,1.1.01.1.1.01.P,rice_PDS,0.00,F,
2022,December,1.1.01.1.1.01.P,rice_PDS,0.00,F,
2023,January,1.1.01.1.1.01.P,rice_PDS,-21.60,F,
2023,February,1.1.01.1.1.01.P,rice_PDS,-21.60,F,
2023,March,1.1.01.1.1.01.P,rice_PDS,-21.60,F,
2023,April,1.1.01.1.1.01.P,rice_PDS,-23.84,F,
2023,May,1.1.01.1.1.01.P,rice_PDS,-21.47,F,
2023,June,1.1.01.1.1.01.P,rice_PDS,-21.95,F,
2023,July,1.1.01.1.1.01.P,rice_PDS,-21.95,F,
2023,August,1.1.01.1.1.01.P,rice_PDS,-21.95,F,
2023,September,1.1.01.1.1.01.P,rice_PDS,-21.95,F,
2023,October,1.1.01.1.1.01.P,rice_PDS,-21.96,F,
2023,November,1.1.01.1.1.01.P,rice_PDS,-21.47,F,
2023,December,1.1.01.1.1.01.P,rice_PDS,-21.47,F,
2024,January,1.1.01.1.1.01.P,rice_PDS,0.16,P,
2015,January,1.1.01.1.1.02.X,rice_other sources,3.40,F,
2015,February,1.1.01.1.1.02.X,rice_other sources,3.22,F,
2015,March,1.1.01.1.1.02.X,rice_other sources,2.57,F,
2015,April,1.1.01.1.1.02.X,rice_other sources,1.84,F,
2015,May,1.1.01.1.1.02.X,rice_other sources,1.43,F,
2015,June,1.1.01.1.1.02.X,rice_other sources,0.79,F,
2015,July,1.1.01.1.1.02.X,rice_other sources,-0.62,F,
2015,August,1.1.01.1.1.02.X,rice_other sources,-1.16,F,
2015,September,1.1.01.1.1.02.X,rice_other sources,-1.08,F,
2015,October,1.1.01.1.1.02.X,rice_other sources,-0.62,F,
2015,November,1.1.01.1.1.02.X,rice_other sources,-0.31,F,
2015,December,1.1.01.1.1.02.X,rice_other sources,0.39,F,
2016,January,1.1.01.1.1.02.X,rice_other sources,1.41,F,
2016,February,1.1.01.1.1.02.X,rice_other sources,1.25,F,
2016,March,1.1.01.1.1.02.X,rice_other sources,1.56,F,
2016,April,1.1.01.1.1.02.X,rice_other sources,2.12,F,
2016,May,1.1.01.1.1.02.X,rice_other sources,2.50,F,
2016,June,1.1.01.1.1.02.X,rice_other sources,3.68,F,
2016,July,1.1.01.1.1.02.X,rice_other sources,4.55,F,
2016,August,1.1.01.1.1.02.X,rice_other sources,4.93,F,
2016,September,1.1.01.1.1.02.X,rice_other sources,5.39,F,
2016,October,1.1.01.1.1.02.X,rice_other sources,5.05,F,
2016,November,1.1.01.1.1.02.X,rice_other sources,4.73,F,
2016,December,1.1.01.1.1.02.X,rice_other sources,4.50,F,
2017,January,1.1.01.1.1.02.X,rice_other sources,4.16,F,
2017,February,1.1.01.1.1.02.X,rice_other sources,4.55,F,
2017,March,1.1.01.1.1.02.X,rice_other sources,4.93,F,
2017,April,1.1.01.1.1.02.X,rice_other sources,5.30,F,
2017,May,1.1.01.1.1.02.X,rice_other sources,5.04,F,
2017,June,1.1.01.1.1.02.X,rice_other sources,4.45,F,
2017,July,1.1.01.1.1.02.X,rice_other sources,4.43,F,
2017,August,1.1.01.1.1.02.X,rice_other sources,4.18,F,
2017,September,1.1.01.1.1.02.X,rice_other sources,4.15,F,
2017,October,1.1.01.1.1.02.X,rice_other sources,4.51,F,
2017,November,1.1.01.1.1.02.X,rice_other sources,5.03,F,
2017,December,1.1.01.1.1.02.X,rice_other sources,5.34,F,
2018,January,1.1.01.1.1.02.X,rice_other sources,5.03,F,
2018,February,1.1.01.1.1.02.X,rice_other sources,4.79,F,
2018,March,1.1.01.1.1.02.X,rice_other sources,4.63,F,
2018,April,1.1.01.1.1.02.X,rice_other sources,4.37,F,
2018,May,1.1.01.1.1.02.X,rice_other sources,4.36,F,
2018,June,1.1.01.1.1.02.X,rice_other sources,3.90,F,
2018,July,1.1.01.1.1.02.X,rice_other sources,3.88,F,
2018,August,1.1.01.1.1.02.X,rice_other sources,3.79,F,
2018,September,1.1.01.1.1.02.X,rice_other sources,2.78,F,
2018,October,1.1.01.1.1.02.X,rice_other sources,0.92,F,
2018,November,1.1.01.1.1.02.X,rice_other sources,-1.48,F,
2018,December,1.1.01.1.1.02.X,rice_other sources,-1.62,F,
2019,January,1.1.01.1.1.02.X,rice_other sources,-2.11,F,
2019,February,1.1.01.1.1.02.X,rice_other sources,-1.90,F,
2019,March,1.1.01.1.1.02.X,rice_other sources,-1.96,F,
2019,April,1.1.01.1.1.02.X,rice_other sources,-2.30,F,
2019,May,1.1.01.1.1.02.X,rice_other sources,-2.37,F,
2019,June,1.1.01.1.1.02.X,rice_other sources,-2.16,F,
2019,July,1.1.01.1.1.02.X,rice_other sources,-2.21,F,
2019,August,1.1.01.1.1.02.X,rice_other sources,-2.28,F,
2019,September,1.1.01.1.1.02.X,rice_other sources,-1.32,F,
2019,October,1.1.01.1.1.02.X,rice_other sources,0.35,F,
2019,November,1.1.01.1.1.02.X,rice_other sources,2.86,F,
2019,December,1.1.01.1.1.02.X,rice_other sources,3.51,F,
2020,January,1.1.01.1.1.02.X,rice_other sources,4.18,F,
2020,February,1.1.01.1.1.02.X,rice_other sources,3.87,F,
2020,June,1.1.01.1.1.02.X,rice_other sources,7.68,F,
2020,July,1.1.01.1.1.02.X,rice_other sources,6.37,F,
2020,August,1.1.01.1.1.02.X,rice_other sources,6.00,F,
2020,September,1.1.01.1.1.02.X,rice_other sources,5.13,F,
2020,October,1.1.01.1.1.02.X,rice_other sources,3.98,F,
2020,November,1.1.01.1.1.02.X,rice_other sources,2.92,F,
2020,December,1.1.01.1.1.02.X,rice_other sources,1.59,F,
2021,January,1.1.01.1.1.02.X,rice_other sources,1.11,F,
2021,February,1.1.01.1.1.02.X,rice_other sources,0.90,F,
2021,July,1.1.01.1.1.02.X,rice_other sources,-1.06,F,
2021,August,1.1.01.1.1.02.X,rice_other sources,-1.20,F,
2021,September,1.1.01.1.1.02.X,rice_other sources,-0.80,F,
2021,October,1.1.01.1.1.02.X,rice_other sources,0.07,F,
2021,November,1.1.01.1.1.02.X,rice_other sources,0.95,F,
2021,December,1.1.01.1.1.02.X,rice_other sources,1.91,F,
2022,January,1.1.01.1.1.02.X,rice_other sources,2.80,F,
2022,February,1.1.01.1.1.02.X,rice_other sources,3.08,F,
2022,March,1.1.01.1.1.02.X,rice_other sources,3.63,F,
2022,April,1.1.01.1.1.02.X,rice_other sources,3.96,F,
2022,May,1.1.01.1.1.02.X,rice_other sources,2.83,F,
2022,June,1.1.01.1.1.02.X,rice_other sources,3.16,F,
2022,July,1.1.01.1.1.02.X,rice_other sources,4.30,F,
2022,August,1.1.01.1.1.02.X,rice_other sources,6.94,F,
2022,September,1.1.01.1.1.02.X,rice_other sources,9.23,F,
2022,October,1.1.01.1.1.02.X,rice_other sources,10.21,F,
2022,November,1.1.01.1.1.02.X,rice_other sources,10.51,F,
2022,December,1.1.01.1.1.02.X,rice_other sources,10.49,F,
2023,January,1.1.01.1.1.02.X,rice_other sources,10.44,F,
2023,February,1.1.01.1.1.02.X,rice_other sources,11.22,F,
2023,March,1.1.01.1.1.02.X,rice_other sources,11.51,F,
2023,April,1.1.01.1.1.02.X,rice_other sources,11.37,F,
2023,May,1.1.01.1.1.02.X,rice_other sources,11.46,F,
2023,June,1.1.01.1.1.02.X,rice_other sources,11.98,F,
2023,July,1.1.01.1.1.02.X,rice_other sources,13.09,F,
2023,August,1.1.01.1.1.02.X,rice_other sources,12.54,F,
2023,September,1.1.01.1.1.02.X,rice_other sources,11.90,F,
2023,October,1.1.01.1.1.02.X,rice_other sources,11.64,F,
2023,November,1.1.01.1.1.02.X,rice_other sources,11.81,F,
2023,December,1.1.01.1.1.02.X,rice_other sources,12.33,F,
2024,January,1.1.01.1.1.02.X,rice_other sources,13.00,P,
2015,January,1.1.01.1.1.03.0,chira,4.60,F,
2015,February,1.1.01.1.1.03.0,chira,4.69,F,
2015,March,1.1.01.1.1.03.0,chira,4.17,F,
2015,April,1.1.01.1.1.03.0,chira,3.83,F,
2015,May,1.1.01.1.1.03.0,chira,3.90,F,
2015,June,1.1.01.1.1.03.0,chira,2.78,F,
2015,July,1.1.01.1.1.03.0,chira,1.92,F,
2015,August,1.1.01.1.1.03.0,chira,1.15,F,
2015,September,1.1.01.1.1.03.0,chira,0.98,F,
2015,October,1.1.01.1.1.03.0,chira,0.32,F,
2015,November,1.1.01.1.1.03.0,chira,0.57,F,
2015,December,1.1.01.1.1.03.0,chira,0.98,F,
2016,January,1.1.01.1.1.03.0,chira,1.06,F,
2016,February,1.1.01.1.1.03.0,chira,0.65,F,
2016,March,1.1.01.1.1.03.0,chira,0.90,F,
2016,April,1.1.01.1.1.03.0,chira,1.64,F,
2016,May,1.1.01.1.1.03.0,chira,2.12,F,
2016,June,1.1.01.1.1.03.0,chira,2.70,F,
2016,July,1.1.01.1.1.03.0,chira,4.00,F,
2016,August,1.1.01.1.1.03.0,chira,4.71,F,
2016,September,1.1.01.1.1.03.0,chira,4.85,F,
2016,October,1.1.01.1.1.03.0,chira,5.41,F,
2016,November,1.1.01.1.1.03.0,chira,4.98,F,
2016,December,1.1.01.1.1.03.0,chira,5.08,F,
2017,January,1.1.01.1.1.03.0,chira,4.84,F,
2017,February,1.1.01.1.1.03.0,chira,4.77,F,
2017,March,1.1.01.1.1.03.0,chira,4.78,F,
2017,April,1.1.01.1.1.03.0,chira,4.44,F,
2017,May,1.1.01.1.1.03.0,chira,3.76,F,
2017,June,1.1.01.1.1.03.0,chira,4.07,F,
2017,July,1.1.01.1.1.03.0,chira,3.06,F,
2017,August,1.1.01.1.1.03.0,chira,2.17,F,
2017,September,1.1.01.1.1.03.0,chira,2.62,F,
2017,October,1.1.01.1.1.03.0,chira,2.68,F,
2017,November,1.1.01.1.1.03.0,chira,2.76,F,
2017,December,1.1.01.1.1.03.0,chira,2.53,F,
2018,January,1.1.01.1.1.03.0,chira,3.08,F,
2018,February,1.1.01.1.1.03.0,chira,3.47,F,
2018,March,1.1.01.1.1.03.0,chira,4.25,F,
2018,April,1.1.01.1.1.03.0,chira,5.02,F,
2018,May,1.1.01.1.1.03.0,chira,5.93,F,
2018,June,1.1.01.1.1.03.0,chira,6.74,F,
2018,July,1.1.01.1.1.03.0,chira,7.16,F,
2018,August,1.1.01.1.1.03.0,chira,7.59,F,
2018,September,1.1.01.1.1.03.0,chira,7.21,F,
2018,October,1.1.01.1.1.03.0,chira,7.61,F,
2018,November,1.1.01.1.1.03.0,chira,6.78,F,
2018,December,1.1.01.1.1.03.0,chira,5.83,F,
2019,January,1.1.01.1.1.03.0,chira,3.88,F,
2019,February,1.1.01.1.1.03.0,chira,4.03,F,
2019,March,1.1.01.1.1.03.0,chira,2.89,F,
2019,April,1.1.01.1.1.03.0,chira,2.35,F,
2019,May,1.1.01.1.1.03.0,chira,1.53,F,
2019,June,1.1.01.1.1.03.0,chira,0.22,F,
2019,July,1.1.01.1.1.03.0,chira,-0.43,F,
2019,August,1.1.01.1.1.03.0,chira,-1.06,F,
2019,September,1.1.01.1.1.03.0,chira,-1.61,F,
2019,October,1.1.01.1.1.03.0,chira,-2.22,F,
2019,November,1.1.01.1.1.03.0,chira,-0.98,F,
2019,December,1.1.01.1.1.03.0,chira,0.14,F,
2020,January,1.1.01.1.1.03.0,chira,2.01,F,
2020,February,1.1.01.1.1.03.0,chira,1.22,F,
2020,June,1.1.01.1.1.03.0,chira,6.23,F,
2020,July,1.1.01.1.1.03.0,chira,6.43,F,
2020,August,1.1.01.1.1.03.0,chira,5.78,F,
2020,September,1.1.01.1.1.03.0,chira,5.20,F,
2020,October,1.1.01.1.1.03.0,chira,4.68,F,
2020,November,1.1.01.1.1.03.0,chira,3.95,F,
2020,December,1.1.01.1.1.03.0,chira,2.96,F,
2021,January,1.1.01.1.1.03.0,chira,1.90,F,
2021,February,1.1.01.1.1.03.0,chira,1.84,F,
2021,July,1.1.01.1.1.03.0,chira,-1.81,F,
2021,August,1.1.01.1.1.03.0,chira,-1.48,F,
2021,September,1.1.01.1.1.03.0,chira,-1.22,F,
2021,October,1.1.01.1.1.03.0,chira,-1.02,F,
2021,November,1.1.01.1.1.03.0,chira,-0.88,F,
2021,December,1.1.01.1.1.03.0,chira,-0.14,F,
2022,January,1.1.01.1.1.03.0,chira,0.41,F,
2022,February,1.1.01.1.1.03.0,chira,0.97,F,
2022,March,1.1.01.1.1.03.0,chira,1.82,F,
2022,April,1.1.01.1.1.03.0,chira,1.81,F,
2022,May,1.1.01.1.1.03.0,chira,0.21,F,
2022,June,1.1.01.1.1.03.0,chira,0.34,F,
2022,July,1.1.01.1.1.03.0,chira,1.23,F,
2022,August,1.1.01.1.1.03.0,chira,4.04,F,
2022,September,1.1.01.1.1.03.0,chira,7.67,F,
2022,October,1.1.01.1.1.03.0,chira,9.37,F,
2022,November,1.1.01.1.1.03.0,chira,10.40,F,
2022,December,1.1.01.1.1.03.0,chira,10.78,F,
2023,January,1.1.01.1.1.03.0,chira,10.25,F,
2023,February,1.1.01.1.1.03.0,chira,10.54,F,
2023,March,1.1.01.1.1.03.0,chira,9.68,F,
2023,April,1.1.01.1.1.03.0,chira,9.51,F,
2023,May,1.1.01.1.1.03.0,chira,9.71,F,
2023,June,1.1.01.1.1.03.0,chira,10.14,F,
2023,July,1.1.01.1.1.03.0,chira,12.15,F,
2023,August,1.1.01.1.1.03.0,chira,12.11,F,
2023,September,1.1.01.1.1.03.0,chira,10.62,F,
2023,October,1.1.01.1.1.03.0,chira,10.13,F,
2023,November,1.1.01.1.1.03.0,chira,9.67,F,
2023,December,1.1.01.1.1.03.0,chira,9.73,F,
2024,January,1.1.01.1.1.03.0,chira,10.55,P,
2015,January,1.1.01.1.1.05.0,muri,3.91,F,
2015,February,1.1.01.1.1.05.0,muri,4.15,F,
2015,March,1.1.01.1.1.05.0,muri,3.28,F,
2015,April,1.1.01.1.1.05.0,muri,2.34,F,
2015,May,1.1.01.1.1.05.0,muri,3.41,F,
2015,June,1.1.01.1.1.05.0,muri,1.92,F,
2015,July,1.1.01.1.1.05.0,muri,1.00,F,
2015,August,1.1.01.1.1.05.0,muri,1.57,F,
2015,September,1.1.01.1.1.05.0,muri,2.15,F,
2015,October,1.1.01.1.1.05.0,muri,0.66,F,
2015,November,1.1.01.1.1.05.0,muri,1.07,F,
2015,December,1.1.01.1.1.05.0,muri,0.66,F,
2016,January,1.1.01.1.1.05.0,muri,1.15,F,
2016,February,1.1.01.1.1.05.0,muri,0.65,F,
2016,March,1.1.01.1.1.05.0,muri,0.33,F,
2016,April,1.1.01.1.1.05.0,muri,0.98,F,
2016,May,1.1.01.1.1.05.0,muri,-0.16,F,
2016,June,1.1.01.1.1.05.0,muri,2.45,F,
2016,July,1.1.01.1.1.05.0,muri,3.21,F,
2016,August,1.1.01.1.1.05.0,muri,2.53,F,
2016,September,1.1.01.1.1.05.0,muri,2.84,F,
2016,October,1.1.01.1.1.05.0,muri,3.51,F,
2016,November,1.1.01.1.1.05.0,muri,2.85,F,
2016,December,1.1.01.1.1.05.0,muri,3.75,F,
2017,January,1.1.01.1.1.05.0,muri,3.48,F,
2017,February,1.1.01.1.1.05.0,muri,3.15,F,
2017,March,1.1.01.1.1.05.0,muri,3.81,F,
2017,April,1.1.01.1.1.05.0,muri,3.64,F,
2017,May,1.1.01.1.1.05.0,muri,3.06,F,
2017,June,1.1.01.1.1.05.0,muri,2.79,F,
2017,July,1.1.01.1.1.05.0,muri,2.79,F,
2017,August,1.1.01.1.1.05.0,muri,3.58,F,
2017,September,1.1.01.1.1.05.0,muri,2.84,F,
2017,October,1.1.01.1.1.05.0,muri,4.34,F,
2017,November,1.1.01.1.1.05.0,muri,6.40,F,
2017,December,1.1.01.1.1.05.0,muri,5.49,F,
2018,January,1.1.01.1.1.05.0,muri,4.93,F,
2018,February,1.1.01.1.1.05.0,muri,5.48,F,
2018,March,1.1.01.1.1.05.0,muri,5.55,F,
2018,April,1.1.01.1.1.05.0,muri,4.92,F,
2018,May,1.1.01.1.1.05.0,muri,5.55,F,
2018,June,1.1.01.1.1.05.0,muri,5.05,F,
2018,July,1.1.01.1.1.05.0,muri,5.35,F,
2018,August,1.1.01.1.1.05.0,muri,4.99,F,
2018,September,1.1.01.1.1.05.0,muri,5.60,F,
2018,October,1.1.01.1.1.05.0,muri,3.18,F,
2018,November,1.1.01.1.1.05.0,muri,1.63,F,
2018,December,1.1.01.1.1.05.0,muri,1.79,F,
2019,January,1.1.01.1.1.05.0,muri,-0.07,F,
2019,February,1.1.01.1.1.05.0,muri,-0.74,F,
2019,March,1.1.01.1.1.05.0,muri,-1.33,F,
2019,April,1.1.01.1.1.05.0,muri,-1.34,F,
2019,May,1.1.01.1.1.05.0,muri,-1.78,F,
2019,June,1.1.01.1.1.05.0,muri,-1.70,F,
2019,July,1.1.01.1.1.05.0,muri,-2.13,F,
2019,August,1.1.01.1.1.05.0,muri,-2.63,F,
2019,September,1.1.01.1.1.05.0,muri,-2.40,F,
2019,October,1.1.01.1.1.05.0,muri,-0.59,F,
2019,November,1.1.01.1.1.05.0,muri,-0.37,F,
2019,December,1.1.01.1.1.05.0,muri,-0.15,F,
2020,January,1.1.01.1.1.05.0,muri,2.09,F,
2020,February,1.1.01.1.1.05.0,muri,2.47,F,
2020,June,1.1.01.1.1.05.0,muri,10.00,F,
2020,July,1.1.01.1.1.05.0,muri,9.70,F,
2020,August,1.1.01.1.1.05.0,muri,9.76,F,
2020,September,1.1.01.1.1.05.0,muri,9.00,F,
2020,October,1.1.01.1.1.05.0,muri,8.85,F,
2020,November,1.1.01.1.1.05.0,muri,8.73,F,
2020,December,1.1.01.1.1.05.0,muri,8.27,F,
2021,January,1.1.01.1.1.05.0,muri,7.82,F,
2021,February,1.1.01.1.1.05.0,muri,7.00,F,
2021,July,1.1.01.1.1.05.0,muri,1.99,F,
2021,August,1.1.01.1.1.05.0,muri,1.44,F,
2021,September,1.1.01.1.1.05.0,muri,1.64,F,
2021,October,1.1.01.1.1.05.0,muri,0.95,F,
2021,November,1.1.01.1.1.05.0,muri,0.34,F,
2021,December,1.1.01.1.1.05.0,muri,0.20,F,
2022,January,1.1.01.1.1.05.0,muri,1.63,F,
2022,February,1.1.01.1.1.05.0,muri,2.79,F,
2022,March,1.1.01.1.1.05.0,muri,3.36,F,
2022,April,1.1.01.1.1.05.0,muri,3.42,F,
2022,May,1.1.01.1.1.05.0,muri,2.16,F,
2022,June,1.1.01.1.1.05.0,muri,2.08,F,
2022,July,1.1.01.1.1.05.0,muri,3.23,F,
2022,August,1.1.01.1.1.05.0,muri,9.64,F,
2022,September,1.1.01.1.1.05.0,muri,12.22,F,
2022,October,1.1.01.1.1.05.0,muri,13.22,F,
2022,November,1.1.01.1.1.05.0,muri,13.45,F,
2022,December,1.1.01.1.1.05.0,muri,12.89,F,
2023,January,1.1.01.1.1.05.0,muri,11.41,F,
2023,February,1.1.01.1.1.05.0,muri,11.14,F,
2023,March,1.1.01.1.1.05.0,muri,11.09,F,
2023,April,1.1.01.1.1.05.0,muri,10.66,F,
2023,May,1.1.01.1.1.05.0,muri,10.55,F,
2023,June,1.1.01.1.1.05.0,muri,11.63,F,
2023,July,1.1.01.1.1.05.0,muri,11.52,F,
2023,August,1.1.01.1.1.05.0,muri,7.07,F,
2023,September,1.1.01.1.1.05.0,muri,5.27,F,
2023,October,1.1.01.1.1.05.0,muri,4.51,F,
2023,November,1.1.01.1.1.05.0,muri,4.62,F,
2023,December,1.1.01.1.1.05.0,muri,5.62,F,
2024,January,1.1.01.1.1.05.0,muri,6.23,P,
2015,January,1.1.01.1.1.06.0,other rice products,3.87,F,
2015,February,1.1.01.1.1.06.0,other rice products,2.75,F,
2015,March,1.1.01.1.1.06.0,other rice products,2.16,F,
2015,April,1.1.01.1.1.06.0,other rice products,2.59,F,
2015,May,1.1.01.1.1.06.0,other rice products,3.08,F,
2015,June,1.1.01.1.1.06.0,other rice products,2.14,F,
2015,July,1.1.01.1.1.06.0,other rice products,1.89,F,
2015,August,1.1.01.1.1.06.0,other rice products,1.98,F,
2015,September,1.1.01.1.1.06.0,other rice products,1.97,F,
2015,October,1.1.01.1.1.06.0,other rice products,2.21,F,
2015,November,1.1.01.1.1.06.0,other rice products,3.44,F,
2015,December,1.1.01.1.1.06.0,other rice products,3.42,F,
2016,January,1.1.01.1.1.06.0,other rice products,3.64,F,
2016,February,1.1.01.1.1.06.0,other rice products,3.72,F,
2016,March,1.1.01.1.1.06.0,other rice products,3.81,F,
2016,April,1.1.01.1.1.06.0,other rice products,4.15,F,
2016,May,1.1.01.1.1.06.0,other rice products,3.55,F,
2016,June,1.1.01.1.1.06.0,other rice products,4.03,F,
2016,July,1.1.01.1.1.06.0,other rice products,4.42,F,
2016,August,1.1.01.1.1.06.0,other rice products,5.81,F,
2016,September,1.1.01.1.1.06.0,other rice products,6.11,F,
2016,October,1.1.01.1.1.06.0,other rice products,5.68,F,
2016,November,1.1.01.1.1.06.0,other rice products,5.46,F,
2016,December,1.1.01.1.1.06.0,other rice products,6.14,F,
2017,January,1.1.01.1.1.06.0,other rice products,5.31,F,
2017,February,1.1.01.1.1.06.0,other rice products,6.17,F,
2017,March,1.1.01.1.1.06.0,other rice products,7.97,F,
2017,April,1.1.01.1.1.06.0,other rice products,8.59,F,
2017,May,1.1.01.1.1.06.0,other rice products,9.04,F,
2017,June,1.1.01.1.1.06.0,other rice products,9.76,F,
2017,July,1.1.01.1.1.06.0,other rice products,9.86,F,
2017,August,1.1.01.1.1.06.0,other rice products,9.08,F,
2017,September,1.1.01.1.1.06.0,other rice products,8.94,F,
2017,October,1.1.01.1.1.06.0,other rice products,8.93,F,
2017,November,1.1.01.1.1.06.0,other rice products,7.96,F,
2017,December,1.1.01.1.1.06.0,other rice products,6.16,F,
2018,January,1.1.01.1.1.06.0,other rice products,6.38,F,
2018,February,1.1.01.1.1.06.0,other rice products,5.66,F,
2018,March,1.1.01.1.1.06.0,other rice products,4.27,F,
